"GEOID","NAME","variable","estimate","moe"
"2500135","Abington CDP, Massachusetts","pop_male",8657,487
"2500135","Abington CDP, Massachusetts","pop_female",7900,491
"2500135","Abington CDP, Massachusetts","pop_total",16557,27
"2500530","Acushnet Center CDP, Massachusetts","pop_male",1561,333
"2500530","Acushnet Center CDP, Massachusetts","pop_female",1842,265
"2500530","Acushnet Center CDP, Massachusetts","pop_total",3403,479
"2500590","Adams CDP, Massachusetts","pop_male",2887,242
"2500590","Adams CDP, Massachusetts","pop_female",2802,235
"2500590","Adams CDP, Massachusetts","pop_total",5689,269
"2500840","Agawam Town city, Massachusetts","pop_male",13747,446
"2500840","Agawam Town city, Massachusetts","pop_female",14880,449
"2500840","Agawam Town city, Massachusetts","pop_total",28627,25
"2501260","Amesbury Town city, Massachusetts","pop_male",8598,337
"2501260","Amesbury Town city, Massachusetts","pop_female",8876,340
"2501260","Amesbury Town city, Massachusetts","pop_total",17474,28
"2501370","Amherst Town city, Massachusetts","pop_male",19954,705
"2501370","Amherst Town city, Massachusetts","pop_female",20041,704
"2501370","Amherst Town city, Massachusetts","pop_total",39995,39
"2501430","Andover CDP, Massachusetts","pop_male",4089,426
"2501430","Andover CDP, Massachusetts","pop_female",4732,396
"2501430","Andover CDP, Massachusetts","pop_total",8821,652
"2501640","Arlington CDP, Massachusetts","pop_male",21229,560
"2501640","Arlington CDP, Massachusetts","pop_female",24150,559
"2501640","Arlington CDP, Massachusetts","pop_total",45379,34
"2502515","Athol CDP, Massachusetts","pop_male",3922,306
"2502515","Athol CDP, Massachusetts","pop_female",4401,413
"2502515","Athol CDP, Massachusetts","pop_total",8323,471
"2502690","Attleboro city, Massachusetts","pop_male",22016,603
"2502690","Attleboro city, Massachusetts","pop_female",23007,605
"2502690","Attleboro city, Massachusetts","pop_total",45023,29
"2503040","Ayer CDP, Massachusetts","pop_male",1252,282
"2503040","Ayer CDP, Massachusetts","pop_female",1299,244
"2503040","Ayer CDP, Massachusetts","pop_total",2551,428
"2503355","Baldwinville CDP, Massachusetts","pop_male",1339,747
"2503355","Baldwinville CDP, Massachusetts","pop_female",798,227
"2503355","Baldwinville CDP, Massachusetts","pop_total",2137,906
"2503690","Barnstable Town city, Massachusetts","pop_male",21734,545
"2503690","Barnstable Town city, Massachusetts","pop_female",22763,544
"2503690","Barnstable Town city, Massachusetts","pop_total",44497,37
"2503705","Barre CDP, Massachusetts","pop_male",479,191
"2503705","Barre CDP, Massachusetts","pop_female",471,190
"2503705","Barre CDP, Massachusetts","pop_total",950,330
"2504790","Belchertown CDP, Massachusetts","pop_male",1373,303
